Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors,hourly,employer_provided,min_salary,max_salary,avg_salary,company_txt,job_state,same_state,age,python,java,r,spark,aws,excel,job_title_simple,seniority,desc_len
Software Developer II,"$60K-$85K
(Glassdoor est.)","We have experienced explosive growth as a leader in the mortgage industry and are looking for Software Developers who are passionate about what they do. As a Software Developer at United Shore you will play a key role in creating and advancing our enterprise applications in a fast paced agile environment.

Develop extensible enterprise software using cutting-edge technology
Participate in project focused Scrum rituals (standup, grooming, planning, retrospective)
Work with Architects, Developers and business clients to collaborate and build industry leading software
Develop and design user interface components, web services and database interactions
Promote best practices and patterns in software development
Promote user interface guidelines and standards
Research and assess new technologies

Required:
3+ Years of professional work experience in C# .NET software development
3+ Years of experience using web based technologies (ASP.NET, JavaScript, CSS)
Relational database experience (SQL, Oracle)
Computer-related degree or equivalent experience
Experience developing enterprise software using MVC, MVVM, or MVP framework
Ability to work with limited guidance in a team environment
Expert knowledge of object oriented programming
This position requires on-site attendance.
Preferred:
Experience in the mortgage industry
Experience with TFS
Experience in an Agile environment
Experience unit testing
Knowledge of SOLID principles

United Shore is a diverse group of mortgage experts, sales superstars, tech gurus, marketing whizzes and more. We’re a $100 billion and growing, family owned and operated company that still feels like family. Our award-winning workplace just happens to be home to the #1 wholesale mortgage lender in the nation, United Wholesale Mortgage. And we believe in setting our team members up for success by creating a unique, energetic culture where you can be yourself and still reach your professional goals.

Here are some of the reasons you’ll love working here:
Large, state-of-the-art fitness center with a full-size basketball court, outdoor sand volleyball court, plus sports leagues
Wellness area, including an in-house primary-care physician’s office, full-time massage therapist and hair salon
Gourmet cafeteria featuring homemade breakfast and lunch, and a dedicated food truck
Free fruit, soft drinks and coffee
Convenience store featuring grab-and-go snacks
In-house Starbucks and indoor/outdoor café with Wi-Fi
Escape room designed for team-building activities
Indoor/outdoor putting greens

All the above duties and responsibilities are essential job functions subject to reasonable accommodation and change. All job requirements listed indicate the minimum level of knowledge, skills and/or ability deemed necessary to perform the job proficiently. Team members may be required to perform other or different job-related duties as requested by their team lead, subject to reasonable accommodation. This document does not create an employment contract, implied or otherwise. Employment with United Shore is ""at-will."" United Shore is an Equal Opportunity Employer.",3.1,"United Shore
3.1","Pontiac, MI",-1,5001 to 10000 Employees,1986,Company - Private,Lending,Finance,Unknown / Non-Applicable,-1,0,0,60,85,72.5,United Shore, MI,0,34,0,1,0,0,0,0,software developer,na,3115
Software Engineer in Test,"$40K-$71K
(Glassdoor est.)","Role Summary


Commerce Technologies LLC d.b.a CommerceHub in Albany, NY, seeks a Software Engineer in Test) to plan, and execute software quality control functions, including development and execution of software test plans in order to identify software problems and their causes. Assist in the identification of the root cause for customer reported issues. Support the leadership team in maintaining a culture of quality.

Specific Duties


Responsible for the following:
Analyze and test requirements on a project-by-project basis;
Write test plans and test cases for development and execution using project requirements
Creates test automation scripts to ensure product functionality continues to work as expected over time utilizing Selenium, Web Driver, TestNG, and Spock.
Supports the deployment of software to both the customer test environments;
Contribute to software engineering process improvement efforts across the business.
Requirements


Bachelor's degree in Computer Science or an equivalent with at least three year of experience in software quality assurance and testing to include:
Application development using Web technologies such as HTMI, CSS, JavaScript, JSP and jQuery;
Software methodologies such as Agile and Waterfall Models;
Automation tools such as Groovy, Selenium web driver, Selenium remote Control, TestNG;
PowerShell and Python scripting languages to build out environments and providing support in maintaining running environment;
Version Control tools such as GitHub; and
Using Powershell and Python scripting languages to build out environments and aid in maintaining running environments.",4.0,"Commerce Technologies, LLC
4.0","Albany, NY",-1,201 to 500 Employees,1997,Company - Private,Computer Hardware & Software,Information Technology,$100 to $500 million (USD),-1,0,0,40,71,55.5,"Commerce Technologies, LLC", NY,0,23,1,1,0,0,0,0,software engineer,na,1628
Software Engineer,"$47K-$100K
(Glassdoor est.)","Please reference the schedule and minimum qualifications listed below before applying.


If you need assistance with filling out our application form or during any phase of the application, interview, or employment process, please notify our Human Resources Team at 801-366-6947 option 1 or email macurecruiting@macu.com and every reasonable effort will be made to accommodate your needs in a timely manner.

Job Summary
Develops and maintains software applications and services for internal and external credit union use, having an emphasis on building quality systems with security and performance in mind.
Job Description


LOCATION

Mountain America Center

9800 S Monroe St

Sandy, UT 84070

SCHEDULE

Full-time

To be effective, an individual must be able to perform each job duty successfully.
Responsibilities include full stack software development covering database design, services and API implementations, and front-end UI development for an engaging user experience.
Follows best practices and credit union coding standards, using design patterns and secure software guidelines.
Regularly participates in collaborative coding sessions and code reviews.
Creates unit tests with appropriate code coverage, and assists quality engineers in developing automated integration tests and UI tests.
Collaborates effectively in a Scrum team, with the desire to perform a variety of tasks as needed to fully complete stories in accordance with the accepted definition of done.
Identifies and contributes to process improvements and automation opportunities.
Meets the needs of the end user in a quality, consistent, and professional manner, using independent judgment where appropriate.
Researches and recommends new software products as it relates to new or improved technical services.
Communicates effectively and professionally to both team members and credit union employees in other departments.
Contributes to general and technical documentation of systems to support understanding and communication of software products across the organization.
Assists in the architecture and design of full stack solutions for complex business problems, and breaks down projects and features into manageable tasks.
Commits to continuously learn and improve, in both technical expertise and soft skills.
Keeps current with emerging technologies and development techniques.
Assists in mentoring less experienced software engineers.
Assists in diagnosing and resolving production issues.
KNOWLEDGE, SKILLS, and ABILITIES

The requirements listed are representative of the knowledge, skills, and/or abilities required. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential job functions.

Experience
Minimum 3 years of software development experience.
Experience with mainstream object oriented languages such as C# or Java.
Familiarity with .NET Core.
JavaScript/TypeScript/HTML/CSS.
Experience with front end frameworks such as React or Angular.
Experience with web application optimization tools such as WebPack.
Familiarity with creating and consuming web services, including both REST and SOAP.
Source control experience, preferably with Git.
Database access experience utilizing EF Core, Dapper or similar ORM libraries.
Experience with Microsoft SQL Server, including stored procedures and query optimization.
Experience with Scrum and associated tools such as Azure DevOps or Jira.
Familiarity with core credit union/banking systems such as Symitar is preferred.
Education

Bachelor’s degree from an accredited institution in computer science, information systems, or related field. Education will be verified. OR four years combined education and experience in computer science.

Licenses, Certifications, Registrations

N/A

Managerial Responsibility

Has no supervisory/managerial responsibility.

Computer/Office Equipment Skills

Experience with Excel, Word, and PowerPoint are helpful, along with diagramming software such as Visio or Lucidcharts.

Language Skills
Demonstrated ability to clearly express ideas, methodology, results and recommendations verbally, in writing and through insightful reports and graphic illustrations
Demonstrated ability to document outcomes and present information in a manner appropriate for key stakeholders and all levels of the organization.
Other Skills and Abilities
Ability to work both autonomously and collaboratively in a fast-paced environment.
Self-starter with strong organizing and time management skills.
Adaptive to change, responds positively to altered circumstances or conditions.
Possess a desire and willingness to learn and continually update knowledge base on financial concepts, strategies, systems etc.
Take initiative to be a problem solver and provide suggestions to improve processes and efficiencies.
Excellent interpersonal skills including the ability to collaborate with other teams as needed.
Data analytics and data validation skills.
PHYSICAL ABILITIES / WORKING CONDITIONS

Physical Demands

Ability to sit, talk and hear consistently

Ability to stand, walk, and use hands to handle or reach occasionally

Vision Requirements

Close vision (clear vision at 20 inches or less)

Distance vision (clear vision at 20 feet or more)

Weight Lifted or Force Exerted

Ability to lift up to 10 pounds occasionally

Environmental

There are no unusual environmental factors (such as a typical office)

Noise Environment

Moderate noise (business office with computers and printers, light traffic)

Mountain America Credit Union is an EEO/AA/ADA/Veterans employer.",4.4,"Mountain America Financial Services, LLC
4.4","Sandy, UT",-1,1001 to 5000 Employees,1936,Nonprofit Organization,Banks & Credit Unions,Finance,$5 to $10 billion (USD),-1,0,0,47,100,73.5,"Mountain America Financial Services, LLC", UT,0,84,0,1,0,0,0,1,software engineer,na,5576
Lead Embedded Software Engineer,"$86K-$143K
(Glassdoor est.)","Why choose between doing meaningful work and having a fulfilling life? At MITRE, you can have both. That's because MITRE people are committed to tackling our nation's toughest challenges—and we're committed to the long-term well-being of our employees. MITRE is different from most technology companies. We are a not-for-profit corporation chartered to work for the public interest, with no commercial conflicts to influence what we do. The R&D centers we operate for the government create lasting impact in fields as diverse as cybersecurity, healthcare, aviation, defense, and enterprise transformation. We're making a difference every day—working for a safer, healthier, and more secure nation and world. Our workplace reflects our values. We offer competitive benefits, exceptional professional development opportunities, and a culture of innovation that embraces diversity, inclusion, flexibility, collaboration, and career growth. If this sounds like the choice you want to make, then choose MITRE—and make a difference with us.
Join MITRE’s Electronic System Development and Embedded Security team implementing state of the art electronic prototypes for advanced sensor, communication, and navigation systems. Candidates will work with design teams to architect and implement solutions for a wide range of challenging problems. We are interested in highly motivated candidates with a wide variety of expertise and interests in embedded system design with a focus on hardware-software interactions and/or real-time systems. Other highlights include:
Leading cross-disciplinary teams of similarly bright and motivated engineers on projects of national importance
Architect complex embedded systems for signal processing applications
A supportive culture of learning, professional growth, and development
Opportunities to build on skills and work on a diverse range of projects
Outstanding continuing education programs
Key Functions:


This position provides an exciting opportunity to design and prototype state of the art embedded systems using commercial and custom platforms. Key design opportunities include:
Cutting edge communication and sensor signal processing systems using software defined radio (SDR) platforms
Real-time embedded software leveraging homogeneous and heterogeneous general-purpose processor (GPP), digital signal processor (DSP), and graphics processing unit (GPU) architectures
Advanced architectures for high throughput signal processing
Low size, weight, power and cost (SWaP-C), highly integrated custom platforms
Required Qualifications:
We are interested in highly motivated candidates with a wide variety of skills, insatiable curiosity, enthusiasm, and the ability and interest to dig deep on challenging technical problems.
BS (or higher) in Computer Science, Electrical or Computer Engineering and 8+ years of related experience
Technical, task or project leadership experience
Demonstrated ability to architect complex embedded systems
Experience defining and encouraging best practices and design methods
Demonstrated engagement across multidisciplinary teams to define requirements and set technical direction of software development efforts
Willingness/passion for mentoring and developing junior engineers
Strong understanding of embedded systems, hardware design, and signal processing concepts
Expertise in object-oriented programming and experience with common languages such as Python, C++, C, etc.
Complete software development skillset including design, implementation, testing, documentation, and debugging
Understanding and experience with low level processor architectures, operating system design, and hardware interfacing
Preferred Qualifications:


One or more of the following skills are desirable:
Experience with signal processing implementations
Experience with communication, RADAR, positioning/navigation systems
Experience with real time operating systems
Experience with POSIX interfaces
Experience with Linux/BSD user and kernel environments
Experience with custom hardware architectures, board bring-up, low-level system debugging
Experience with commercial wired and wireless networking protocols
Experience with Xilinx Zynq devices, preferably UltraScale MPSoC or RFSoC.
Experience with PetaLinux build tools and build flow.
Familiarity with basic Linux tools (e.g. ssh); ideally experience writing Linux device drivers and the device tree.
Python experience.
C++ development experience (C++11 or more current).
Comfortable working on the command line and with remote hardware.
Strong development practices including design and code reviews, testing and regression, revision control, and user documentation
Strong oral and written communication skills

MITRE is proud to be an equal opportunity employer. MITRE recruits, employs, trains, compensates, and promotes regardless of race, religion, color, national origin, gender, gender expression, sexual identity, disability, age, veteran status, and other protected status.

MITRE intends to maintain a website that is fully accessible to all individuals. If you are unable to search or apply for jobs and would like to request a reasonable accommodation for any part of MITRE’s employment process, please contact MITRE’s Recruiting Help Line at 703-983-8226 or email at recruitinghelp@mitre.org.

Copyright © 1997-2020, The MITRE Corporation. All rights reserved. MITRE is a registered trademark of The MITRE Corporation. Material on this site may be copied and distributed with permission only.",3.2,"The MITRE Corporation
3.2","Bedford, MA",-1,5001 to 10000 Employees,1958,Nonprofit Organization,Federal Agencies,Government,$1 to $2 billion (USD),-1,0,0,86,143,114.5,The MITRE Corporation, MA,0,62,1,0,0,0,0,0,software engineer,senior,5516
Software Engineer III (SEIII-Java),"$56K-$118K
(Glassdoor est.)","Apply

Description

About Brillient Corporation

Brillient Corporation’s Mission is to Protect, Serve, and Care for the American people. Brillient’s work in our National Security Sector, enables the mission to protect the homeland. Our Civilian Sector projects serve the country with revenue collection, financing small businesses, assisting citizens recover from disasters and securing the federal workforce. Our Healthcare Sector work is focused on care for the American people protecting the nation’s food supply, ensuring quality medicines, lowering health costs, and improving quality of care.

Brillient's philosophy is simple – we hire brilliant people and then get out of their way so they can deliver brilliant outcomes. Brillient is client-centric, employee-focused growing organization with a vibrant culture. We aim to bring highly trained professionals with the most relevant expertise to each project and are committed to delivering innovative and cost-effective solutions to our clients.

Are you ready to join this fast-growing, innovative team?

We have an opportunity with BLS for a Software Engineer III. Read on for details!

What you’ll do:
Provides relevant experience in given information technology expertise to specific applications, systems, or assessments.
Provides product or system development, technology assessment, feasibility studies, and/or process engineering.
Relevant areas include any science or technology discipline, financial systems, weapons systems, operations research, modeling and simulation, network engineering or computer science.

Requirements

What you bring:
Minimum Experience: High School & 15 years, or Bachelors & 9 years
At least seven years of experience analyzing requirements from users and producing system specifications developing analysis models using Unified Modeling Language (UML) or other data modeling standards.
At least one year of experience with user story development or analysis in an agile development environment.
At least nine years of experience with task specified programming languages (e.g., Java, C++, C#, SAS, etc.).
At least seven years coding experience with SQL or database stored procedures.
At least six years of experience in the design and development of applications.
At least six years of experience in data warehousing, distributed processing, logical and physical database design, software integration, and implementation of security techniques.
At least six years of experience in module or unit testing including executing and documenting the testing.
At least six years of experience in the evaluation or comparison of various technologies (e.g. client/server, multi-tiered architectures, database architectures, and structures, etc.) and their appropriateness for a wide variety of business requirements.
Broad, in-depth knowledge of current network, development and database architectures and technologies.
Experience with Internet/Intranet protocols and web server technologies, if required.
Experience developing systems architectures, if required.
Experience as a technical leader of software engineering or computer professionals, as required.
The use of version control software or software migration routines; knowledge of the Agile software development methodology; experience in multiple test and production environments; experience with the BLS standard IT development products and environments; knowledge of BLS surveys and systems; and specific experience developing statistical systems.
Software Engineer responsible for running and maintaining OES production sub-systems including OES Sampling, OES Pre-Estimation, OES Estimation, OES FLC and OES Wage Parameter sub-systems.
Java developer responsible for running and maintaining OES production sub-systems including OES Sampling, OES Pre-Estimation, OES Estimation, OES FLC and OES Wage Parameter sub-systems.
Brillient Corporation is an equal opportunity employer committed to diversifying its workforce (Race/ Color/ Sex/ Sexual Orientation/ Gender Identity/ Religion/ National Origin/ Disability/ Vets/ Any Protected Class). For an alternate way to apply, please contact us at phone number 703-994-4232 and select the Careers option.",3.9,"Brillient Corporation
3.9","Washington, DC",-1,501 to 1000 Employees,2006,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),-1,0,0,56,118,87.0,Brillient Corporation, DC,0,14,0,1,0,0,0,0,software engineer,na,4200
Software Engineer,"$37K-$80K
(Glassdoor est.)","Software Engineer
Ann Arbor, MI
Mid-Senior Level


As the Software Engineer for ITHAKA’s JSTOR Development team, You will be designing, developing and maintaining applications that are deployed on our cloud- delivered platform and powered by our APIs. You will be a crucial part of a dynamic, energized and agile team delivering leading-edge solutions that are used across the globe by millions of visitors each month.

The Role


Our organization and this role will provide you with an opportunity few other companies can offer including:
Leveraging technologies including AWS, Java, Python, and Docker.
Agile teams that follow continuous deployment and test automation best practices allowing for rapid application development and frequent deployments. We complete over 200 production deployments each week.
Developers are using the same architecture, technologies, and tools as companies like Netflix, Etsy, and Amazon.com.
This is a unique opportunity to be on the leading edge of building large-scale, cloud- delivered web applications that host hundreds of millions of sessions annually.
We are a goal-driven organization with a focus on application quality and performance. Our teams thrive in this environment due to our commitment to overcome our failures and build upon our successes.

You will spend time learning about the business, learning new technology and working with other teams to develop strong solutions to our problems.

When joining the development team at JSTOR, you can expect to receive tool and product training. We have an excellent on-boarding program, which enables new engineers to become productive very quickly. A lead will work closely with you as you begin engaging your assigned agile team. We will provide you with constant support as we work to make you comfortable in your new environment. Those in leadership roles will work tirelessly to set you up for success.

Specific Objectives and Responsibilities


The successful candidate will have applicable development experience, experience with large-scale distributed web applications, a high degree of intellectual curiosity, excellent problem-solving skills and strong communication and interpersonal skills. We look for candidates that possess strong debugging skills, a passion for best practices, and the ability to optimize code for clarity and reliability as well as performance.

The primary responsibilities of our developers include:
Participate as an empowered member of a collaborative agile team to design, develop and maintain high performance applications.
Leverage continuous deployment and test automation tools in order to deploy application changes to production on average more than once per day.
Interact with internal and external customers to understand their needs and lead the development of web applications to meet those needs.
Implement rich, interactive web applications using the latest technologies, frameworks, and patterns.
Leverage web analytics as needed to support Product Discovery and to measure project KPIs.
Test, measure, and optimize performance using Application Performance Management Tools.
Skills, Experience, and Characteristics
Proven experience in Object Oriented programming using Java.
Proven experience designing and developing RESTful Services and web applications
Experience using profiling tools to analyze and optimize application performance like App Dynamics and New Relic.
Familiar with full web technology stack (e.g., HTTP, cookies, headers, caching, CDN, and security).
Willingness and ability to learn new approaches and emerging technology quickly
Strong communication and interpersonal skills.
Strong problem solving skills
Detail oriented.
Familiarity with unit testing and TDD practices.
Experience with Agile methodologies like Scrum or Kanban.
Work for ITHAKA


Our team is passionate about our mission and supporting one another. We enjoy working together to create opportunities for people to learn and grow out in the world, and we bring that same commitment to helping our teammates develop in our careers and our lives. One of our core values is belonging. We embrace differences, and believe that the things that make each of us unique are the things that help us see new insights and build better solutions.

Learn more aboutWorking at ITHAKA.

Apply Now:


Interested candidates can submit their resume, a detailed cover letter, and salary requirements.

We are proud to be an Equal Opportunity/Affirmative Action employer. All qualified applicants receive consideration for employment without regard to race, color, sex, national origin, gender identity, sexual orientation, age, religion, domestic violence victim status, veteran status, disability, history of disability or perceived disability, or other status protected by law.",4.4,"ITHAKA
4.4","Ann Arbor, MI",-1,201 to 500 Employees,1995,Nonprofit Organization,Internet,Information Technology,$50 to $100 million (USD),-1,0,0,37,80,58.5,ITHAKA, MI,0,25,1,1,0,0,1,1,software engineer,na,4799
QA Automation Developer,"$56K-$90K
(Glassdoor est.)","Who is Cenlar?

You are.

Employee-owners have made Cenlar one of the nation’s largest mortgage subservicers. We have achieved success by empowering people with company ownership, real programs that provide avenues for advancement, and a great atmosphere that makes everyone look forward to the workday. Get your share of our success by considering the opportunity to join our team as a Sr. QA Analyst.

Position Summary:

The QA Automation Developer builds an automation framework/test harness from scratch, implements and recommends test automation tools, creates repeatable automated test suites, and supports regression testing through automation in agile development in a continuously integrated environment. This position works closely with an agile team, developers, testers, and other stakeholders throughout the SDLC, creating and executing test cases, writing code using various test automation tools, tracking / reporting results and troubleshooting.

Responsibilities:
Designs and creates test conditions and automation scripts to address business and technical use cases
Works closely as a part of the agile team and develops a strong understanding of the project and testing objectives
Uses existing tools and techniques to execute test cases and build/script new tools for validation
Develops the automation strategy/effort and generates scripts to perform automated testing using Selenium, or similar tools
Develops scripts, utilities, simulators, data sets, and other programmatic test tools as required for test automation
Executes and analyzes automation test results
Performs manual testing as needed
Participates in troubleshooting and triaging of issues with different teams to drive towards root cause identification and resolution
Documents, tracks, and escalates issues as appropriate, using Jira and other such tools
Supports testing and/or application deployment during the off-hours for “validation testing”
Develops and maintains Regression Test Strategy to ensure frequent production changes are properly tested
Participates in business and functional requirements and technical design reviews to develop understanding of testing requirements, create test plans, and schedules
Performs risk based testing when appropriate
Works on multiple projects at the same time and be able to meet project milestones
Qualifications:
Bachelor’s degree in Computer Science or Engineering or equivalent required
7+ years of hands-on testing experience (mortgage/financial industry a plus)
5+ years of experience with developing automation framework and automation tools including but not limited to Java, Selenium Web Driver, QTP/UFT, TestNG, Junit, or similar tools
(3+ years of SQL experience and ability to query database as part of the test validation
5+ years of experience with test and defect management tools and ability to create test metrics
Relevant work experience in software and/or test automation development
Must have an understanding of agile and SDLC processes and the QA lifecycle and methodology
Strong understanding of end-to-end software development process including ability to analyze business and functional requirements
Excellent skills in creating test strategy documents, test plans and test scripts
Experience using Atlassian tools (JIRA, Zephyr) required
Experience with Maven, TestNG, Junit, or similar tools
Knowledge of various software development methodologies, including Agile principles and hands-on experience with test scripts development
Experience in establishing and managing performance and load testing functions is a plus
Comprehensive experience with most or all of the following types of testing: functional, creative, responsive web design, mobile, automation, security, accessibility, performance, load and API testing.
Ability to work with business teams to facilitate user acceptance testing
Ability to communicate and manage risks and perform risk based testing, if required
Excellent written and verbal communication skills
Self-motivated, creative, and proactive
Ability to work successfully in a fast-paced environment including multiple environments and architectures, diverse technologies and lab environments
Total Rewards :

Cenlar FSB offers outstanding benefits which may include paid medical/dental/life insurance, 401k, employee ownership, tuition assistance, a supportive work environment, and genuine opportunities for advancement. Cenlar is a Drug Free Workplace and an Equal Employment Opportunity/Affirmative Action Employer -- M/F/D/V/SO.

Visit www.cenlar.com for more details.

Please apply online.",2.5,"Cenlar Capital Corporation
2.5","Yardley, PA",-1,1001 to 5000 Employees,1958,Company - Private,-1,-1,$100 to $500 million (USD),-1,0,0,56,90,73.0,Cenlar Capital Corporation, PA,0,62,0,1,0,0,0,1,na,na,4584
"Software Engineer, Back End","$53K-$85K
(Glassdoor est.)","About Rocket Lawyer
We believe everyone deserves access to simple and affordable legal services.

Founded in 2008, Rocket Lawyer is the largest and most widely used online legal service platform in the world. With offices in North America and Europe, Rocket Lawyer has helped over 20 million people create over 3 million legal documents, and answer over 30,000 legal questions.

We are in a unique position to enhance and expand the Rocket Lawyer platform to a scale never seen before in the company’s history, to capture audiences worldwide. We are expanding our team to take on this challenge!

About the Role
We're searching for an experienced, passionate senior software engineer who wants to work in a fast-paced, dynamic environment with a talented agile team. As part of a cross-functional team consisting of a product manager, designer, and 4-6 software engineers and QA analysts, the senior software engineer is an active partner in the design, coding, unit testing, and release of new features and enhancements for our growing customer base.
A Day in the Life
Participate in defining our evolving global platform architecture
Design and build world-class software components, including: services, APIs, tooling, documentation
Give feedback to and proactively seek it from your peers and stakeholders
Work with DevOps team to ensure smooth deployment
Demonstrate your work to internal and external audiences
Be active within the wider engineering community
Experience
BSc or MSc degree in Computer Science, or equivalent
5+ years experience in high-growth technology environments
Strong command of Java and OO design and principles
Strong understanding and experience with Scala and functional programming
Strong understanding of microservices architecture
Experience with containers and container orchestration tools (Docker, Kubernetes)
Experience designing and developing RESTful services/APIs
Experience working with RabbitMQ, Tomcat, and MySQL or PostgreSQL
Practiced test-driven development utilizing unit testing frameworks and automated testing tools
Experience working in an agile/iterative environment
Experience with git
Must be proactive, self-sufficient, thorough and organized
Demonstrated success working with small, collaborative cross-functional teams

Nice to have:
Experience with software globalization, internationalization and localization
Experience with Elasticsearch, Redis and HBase
Familiarity with Jenkins and Chef
Knowledgeable in front-end web technologies such as HTML, CSS and Javascript
Benefits & Perks
Comprehensive health plans (including Medical, Dental and Vision insurance for full-time employees)
Unlimited PTO
Competitive salary packages
401k program
Life insurance
Disability benefits
Flexible Spending Accounts
Commuter/Transit Program
Your choice of a MAC or PC
Monthly onsite masseuse sessions
Weekly Friday catered lunches
Company sponsored events, both on- and off-site",4.5,"Rocket Lawyer Inc
4.5","Ogden, UT",-1,201 to 500 Employees,2008,Company - Private,Computer Hardware & Software,Information Technology,$50 to $100 million (USD),-1,0,0,53,85,69.0,Rocket Lawyer Inc, UT,0,12,0,1,0,0,0,0,software engineer,na,2925
Front End Developer,"$71K-$94K
(Glassdoor est.)","Employee Navigator is one of the fastest growing SaaS-based benefits and HR platforms in the United States. The platform provides brokers and their clients with a single place to manage everything from new hire onboarding and online enrollments to ACA Reporting and streamlined communication. Employee Navigator’s highly customizable software is currently being used by some of the nation’s leading insurance brokers, TPA’s and carriers.
We have an engineering team of full-stack engineers. We adopted Vue.js as our JavaScript platform because we liked its toolkit approach. We wanted to be able to design web pages that ran the spectrum of simple Razor-based views and forms, to local Vue apps, to Vue components, and to full Vue apps.
As the Front-end engineer, you will work with our engineers, product managers, and UI/IX team to elevate our good site to a great one. We like what we’ve created and our customers are happy but we’re ready to make our UI an exceptional experience. It’s a large task as our product has hundreds of pages. You’ll help create a strategy to build the Employee Navigator Experience. That will entail building the core components – JavaScript and CSS – but also structuring things in ways that allow us to gracefully transition our code base and, most importantly, the experience for our customers.
What we’re looking for:
The ability to build Vue components that are easy to use, implement, and extend
Expert understanding of web page styling and behavior
The ability to document components and guide full-stack engineers through implementation
A desire to work with the teams and fully understand their needs
Qualifications:
Proven Vue.js knowledge
5+ years of JavaScript development
Familiarity with the .Net development environment
Webpack is a plus
Git is a plus
Use of Storybook.js or a similar tool for organization is a plus
Work Environment:
We strive for work / life balance and are flexible with leave
Not a remote position … we need someone that can work hand-in-hand with the team
We’re proud to be named a Top Workplace by the Washington Post in 2017, 2018 and 2019",4.8,"Employee Navigator
4.8","Bethesda, MD",-1,Unknown,2008,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1,0,0,71,94,82.5,Employee Navigator, MD,0,12,0,1,0,0,0,0,na,na,2110
UI Developer,"$53K-$137K
(Glassdoor est.)","UI Developer Arlington, VA

UI Developer

Position Description

The position will require the candidate be adjudicated for a clearance and is supporting Department of Defense and Intelligence customers in the greater Washington D.C. area. Much of the day to day tasks of this position involve writing JavaScript code for the development of multiple web clients, with tasks spanning stand-alone User Interfaces (UI), custom portals, web services, and extension components for tools like Qlik, Appian, and KNIME. Applications being developed are highly visual and have significant amounts of data analytics and workflow support. We are seeking both senior developer team leads and more junior developers.

Requirements:
Degree in Computer Science/Engineering (or other relevant degree and/or equivalent experience)
Able to work independently and self-identify tasks
Ability to review and maintain existing code and applications
Ability to research and evaluate new concepts and processes to improve performance
Demonstrated strong experience developing JavaScript applications
Demonstrated strong data charting experience
Preferred skills:
Familiarity with React, Angular, jQuery, Plotly, Leaflet, Redux, and Node JavaScript libraries
Familiarity with Amazon Web Services (AWS) networking (security, routing, load balancing, DNS), and hosting
Familiarity with Agile software development practices and tools including JIRA, Confluence, and Git
Familiarity with ElasticSearch, Qlik Sense, Tableau, Appian, Pega, and related technologies.
Familiarity with Linux/Unix
US Security Clearance – TS/SCI (CI poly desired)
DOD8570 IAT Level 1 or 2 certified (A+, Security+, etc. certification)
About NuWave Solutions

NuWave Solutions is a recognized leader in providing anticipatory intelligence and advanced data analytics to the defense, intelligence, and private sectors for over 20 years. Leveraging artificial intelligence and machine learning methodologies, NuWave Solutions streamlines the Data-to-Decision lifecycle faster than traditional practices allowing clients to take action with confidence.

For more information on how NuWave Solutions supports its clients and builds upon success, please visit https://www.nuwavesolutions.com

Position Details
Location of Position: Washington, DC and Alexandria, VA
Travel Required (CONUS/OCONUS): CONUS
If Travel is required, how much? 5%
Work Schedule: Day Shift
NuWave Solutions is an Equal Opportunity Employer/Veterans/Disabled
Tagged as: UI Developer",4.4,"NuWave Solutions, LLC
4.4","Arlington, VA",-1,51 to 200 Employees,1999,Company - Private,IT Services,Information Technology,$5 to $10 million (USD),-1,0,0,53,137,95.0,"NuWave Solutions, LLC", VA,0,21,0,1,0,0,1,0,na,na,2497
Senior .Net/React.js developer,"$52K-$108K
(Glassdoor est.)","We’re looking for anexperienced .Net/React.js developer to join the RSI team working on full stack, secure software development and feature enhancements in a virtual collaborative environment. Responsibilities include product enhancements and web page conversion for RSI’s Revenue Premier® Enterprise Management products with a React front end, .NET Core backend, using REST API and Entity framework for data access layer.

Position requires immediate authorization to work in the U.S. No H1b transfers allowed at this time. Preference to Sacramento, CA area applicants, but team may consider remote.

**RSI is an equal opportunity employer**

Performance Objectives:

To ensure success, you will bring 5+ years’ experience with:
C#
.NET Core development (2 years’ experience)
Developing REST based applications
JavaScript, UX/UI development
Excellent communication skills, solid understanding of Agile Software Development Lifecycle (SDLC) methodologies
PREFERED SKILLS,& COMPETENCIES:
2+ years of experience working with Cloud Platforms (Azure preferred)
Experience with Visual Studio, Git, TFS, jUnit/nUnit, database management tools
Familiarity with accounting concepts or a finance background
Technical stack:
C#, .NET Core, Entity framework, SQL, JavaScript, React",3.0,"Revenue Solutions, Inc.
3.0","Roseville, CA",-1,201 to 500 Employees,1996,Company - Private,Enterprise Software & Network Solutions,Information Technology,$50 to $100 million (USD),-1,0,0,52,108,80.0,"Revenue Solutions, Inc.", CA,0,24,0,1,0,0,0,1,na,senior,1270
